County,Year,Total,Felony Total,Drug Felony,Violent Felony,DWI Felony,Other Felony,Misdemeanor Total,Drug Misd,DWI Misd,Property Misd,Other Misd
Franklin,1979,910,211,6,44,26,135,699,26,195,229,249
Fulton,1979,644,179,7,46,5,121,465,9,132,183,141
Genesee,1979,615,198,10,25,23,140,417,17,44,176,180
Greene,1979,758,198,3,42,9,144,560,17,172,208,163
Hamilton,1979,69,19,0,1,4,14,50,7,15,18,10
Herkimer,1979,731,142,7,30,9,96,589,10,173,216,190
Jefferson,1979,1268,345,21,82,42,200,923,35,375,237,276
Kings,1979,41643,24965,1152,11161,6,12646,16678,1274,724,6982,7698
Lewis,1979,272,67,0,11,7,49,205,2,100,45,58
Livingston,1979,930,136,8,14,7,107,794,14,176,287,317
Madison,1979,1157,194,10,38,8,138,963,16,289,358,300
Monroe,1979,12645,2996,169,911,169,1747,9649,211,2148,3903,3387
Montgomery,1979,701,188,10,50,11,117,513,4,138,181,190
Nassau,1979,14780,4454,388,1207,95,2764,10326,893,2335,4706,2392
New York,1979,65989,32079,5037,11044,30,15968,33910,4986,316,12875,15733
Niagara,1979,3366,989,55,258,27,649,2377,66,605,866,840
Oneida,1979,2714,749,40,195,25,489,1965,39,530,723,673
Onondaga,1979,6674,2205,116,708,119,1262,4469,167,606,1998,1698
Ontario,1979,1399,280,31,54,29,166,1119,24,265,425,405
Orange,1979,5585,1473,63,405,120,885,4112,165,1003,1539,1405
Orleans,1979,519,130,2,25,18,85,389,7,96,128,158
Oswego,1979,1626,262,19,62,11,170,1364,31,422,540,371
Otsego,1979,866,126,7,17,13,89,740,15,191,347,187
Putnam,1979,1151,267,12,69,4,182,884,43,337,251,253
Queens,1979,23575,13233,1208,5172,20,6833,10342,1326,563,4309,4144
Rensselaer,1979,2542,674,37,170,22,445,1868,49,550,577,692
Richmond,1979,3843,1766,76,760,0,930,2077,132,136,1079,730
Rockland,1979,3000,864,81,246,27,510,2136,88,300,916,832
Saratoga,1979,3244,590,42,104,30,414,2654,57,1067,770,760
Schenectady,1979,2040,426,26,126,24,250,1614,29,506,514,565
Schoharie,1979,390,95,2,21,1,71,295,6,111,99,79
Schuyler,1979,363,79,8,16,6,49,284,7,40,84,153
Seneca,1979,796,134,3,20,32,79,662,15,312,151,184
Steuben,1979,1135,303,18,52,16,217,832,18,249,269,296
St. Lawrence,1979,2191,529,36,93,58,342,1662,93,389,624,556
Suffolk,1979,17791,5511,345,1554,36,3576,12280,425,4846,3885,3124
Sullivan,1979,2407,602,48,159,30,365,1805,85,328,838,554
Tioga,1979,638,85,4,13,15,53,553,15,202,144,192
Tompkins,1979,1455,273,5,44,11,213,1182,22,354,474,332
Ulster,1979,2784,651,55,144,20,432,2133,70,570,743,750
Unknown-NonNYS,1979,206,195,10,70,2,113,11,1,1,4,5
Unknown NYC county,1979,1004,552,66,201,0,285,452,59,6,175,212
Warren,1979,1523,299,24,59,2,214,1224,28,441,361,394
Washington,1979,819,192,19,42,16,115,627,11,196,188,232
Wayne,1979,1826,294,7,62,21,204,1532,33,595,415,489
Westchester,1979,11028,3469,215,893,97,2264,7559,585,1459,3422,2093
Wyoming,1979,421,100,9,18,3,70,321,12,61,92,156
Yates,1979,274,63,0,5,11,47,211,1,63,65,82
Albany,1978,5767,1484,85,433,58,908,4283,157,1540,1333,1253
Allegany,1978,378,90,0,10,2,78,288,4,90,86,108
Bronx,1978,26437,17320,1126,7084,6,9104,9117,1343,478,3416,3880
Broome,1978,2468,617,35,138,35,409,1851,62,343,860,586
Cattaraugus,1978,1251,216,11,23,25,157,1035,40,345,326,324
Cayuga,1978,967,202,11,32,4,155,765,18,202,258,287
Chautauqua,1978,1802,345,17,62,48,218,1457,39,493,478,447
Chemung,1978,1132,272,9,70,13,180,860,19,175,422,244
Chenango,1978,614,106,5,8,7,86,508,8,158,185,157
Clinton,1978,1219,327,26,57,17,227,892,71,20,482,319
Columbia,1978,960,219,17,42,13,147,741,31,245,238,227
Cortland,1978,837,150,5,28,5,112,687,27,184,247,229
Delaware,1978,621,175,24,18,7,126,446,31,43,199,173
Dutchess,1978,3515,878,41,219,35,583,2637,98,657,1039,843
Erie,1978,18583,5268,384,1656,125,3103,13315,790,2931,4937,4657
Essex,1978,700,170,16,25,10,119,530,26,150,153,201
Franklin,1978,968,198,11,24,32,131,770,41,180,258,291
Fulton,1978,588,139,10,27,8,94,449,16,123,187,123
Genesee,1978,577,158,8,21,18,111,419,10,29,176,204
Greene,1978,739,177,2,33,7,135,562,12,212,185,153
Hamilton,1978,86,27,1,5,0,21,59,2,21,25,11
Herkimer,1978,580,131,2,26,9,94,449,7,141,176,125
Jefferson,1978,1222,340,20,61,24,235,882,50,340,231,261
Kings,1978,43184,25992,1170,11323,17,13482,17192,1393,754,7515,7530
Lewis,1978,208,65,2,10,4,49,143,0,63,45,35
Livingston,1978,656,108,8,13,4,83,548,2,117,198,231
Madison,1978,912,184,15,24,20,125,728,16,187,251,274
Monroe,1978,10974,2952,171,863,101,1817,8022,174,1516,3500,2832
Montgomery,1978,714,165,23,23,17,102,549,28,172,158,191
Nassau,1978,13544,3978,303,1099,57,2519,9566,803,2474,4137,2152
New York,1978,75855,30896,4806,10234,26,15830,44959,5718,474,16246,22521
Niagara,1978,2870,848,55,232,22,539,2022,60,566,737,659
Oneida,1978,2351,702,38,157,36,471,1649,41,462,590,556
Onondaga,1978,6059,2090,104,615,61,1310,3969,134,571,1697,1567
Ontario,1978,1198,252,24,46,20,162,946,21,234,322,369
Orange,1978,5258,1481,75,420,101,885,3777,141,779,1342,1515
Orleans,1978,473,109,2,13,21,73,364,3,123,110,128
Oswego,1978,1529,295,15,58,17,205,1234,46,416,445,327
Otsego,1978,657,105,7,17,8,73,552,4,100,291,157
Putnam,1978,1017,214,16,49,10,139,803,22,320,250,211
Queens,1978,21894,12214,804,4932,3,6475,9680,1147,540,3783,4210
Rensselaer,1978,2392,606,43,130,32,401,1786,76,607,467,636
Richmond,1978,3279,1441,66,661,1,713,1838,90,151,895,702
Rockland,1978,3081,885,116,253,24,492,2196,77,282,1002,835
Saratoga,1978,2777,465,36,86,16,327,2312,37,959,695,621
Schenectady,1978,1912,416,7,137,18,254,1496,17,361,565,553
Schoharie,1978,376,85,6,10,3,66,291,20,91,75,105
Schuyler,1978,293,58,5,11,2,40,235,11,36,72,116
Seneca,1978,746,136,7,4,15,110,610,12,277,165,156
Steuben,1978,1033,288,15,30,23,220,745,20,169,237,319
St. Lawrence,1978,1945,342,26,58,44,214,1603,106,449,590,458
Suffolk,1978,17525,5110,364,1474,60,3212,12415,570,5165,3602,3078
Sullivan,1978,2255,565,31,191,29,314,1690,47,370,683,590
Tioga,1978,476,83,1,18,7,57,393,7,130,137,119
Tompkins,1978,1221,216,7,24,11,174,1005,12,320,401,272
Ulster,1978,2373,636,49,163,14,410,1737,72,421,608,636
Unknown-NonNYS,1978,187,174,17,58,1,98,13,0,0,9,4
Unknown NYC county,1978,549,261,20,91,0,150,288,42,6,111,129
Warren,1978,1254,303,26,53,6,218,951,23,362,282,284
Washington,1978,728,162,1,33,11,117,566,16,218,141,191
Wayne,1978,1724,253,5,50,17,181,1471,20,640,367,444
Westchester,1978,9963,3168,178,909,88,1993,6795,476,1390,2999,1930
Wyoming,1978,368,70,5,12,3,50,298,5,55,91,147
Yates,1978,280,66,1,10,7,48,214,1,52,71,90
Albany,1977,4819,1342,122,403,45,772,3477,270,858,1133,1216
Allegany,1977,413,116,9,16,1,90,297,12,73,118,94
Bronx,1977,27998,19295,1199,7097,5,10994,8703,1073,511,3582,3537
Broome,1977,2418,609,62,107,34,406,1809,183,295,793,538
Cattaraugus,1977,1177,182,16,27,13,126,995,103,241,328,323
Cayuga,1977,870,198,14,46,3,135,672,36,162,219,255
Chautauqua,1977,1571,347,38,77,23,209,1224,62,354,442,366
Chemung,1977,1207,344,33,65,10,236,863,34,160,416,253
Chenango,1977,605,136,8,10,13,105,469,29,110,207,123
Clinton,1977,1332,318,86,45,20,167,1014,190,11,515,298
Columbia,1977,761,189,20,28,11,130,572,41,146,212,173
Cortland,1977,768,129,11,15,0,103,639,51,178,203,207
Delaware,1977,564,183,18,22,5,138,381,24,24,180,153
Dutchess,1977,3504,1030,102,282,47,599,2474,201,424,1014,835
Erie,1977,14728,4611,426,1440,153,2592,10117,785,2000,4021,3311
Essex,1977,767,185,30,20,11,124,582,121,131,163,167
Franklin,1977,889,165,14,25,5,121,724,68,136,231,289
Fulton,1977,503,120,10,16,13,81,383,22,106,138,117
Genesee,1977,560,157,9,34,10,104,403,42,40,156,165
Greene,1977,696,218,17,47,6,148,478,56,171,122,129
Hamilton,1977,91,24,5,0,4,15,67,15,19,25,8
Herkimer,1977,546,129,18,25,9,77,417,28,99,148,142
Jefferson,1977,1058,363,62,53,21,227,695,92,163,196,244
Kings,1977,47486,27862,1818,11301,30,14713,19624,2267,913,8576,7868
Lewis,1977,127,54,3,8,4,39,73,3,18,26,26
Livingston,1977,576,105,2,17,7,79,471,29,69,179,194
Madison,1977,771,188,11,33,7,137,583,26,115,219,223
Monroe,1977,11198,3565,292,923,64,2286,7633,306,1094,3268,2965
Montgomery,1977,628,171,16,31,13,111,457,26,120,126,185
Nassau,1977,13426,4002,569,1087,59,2287,9424,830,2466,4259,1869
New York,1977,76924,33629,6472,9999,20,17138,43295,6601,456,15110,21128
Niagara,1977,2581,925,98,264,18,545,1656,114,300,675,567
Oneida,1977,2174,657,56,132,24,445,1517,53,282,598,584
Onondaga,1977,6202,1995,178,541,45,1231,4207,238,622,1748,1599
Ontario,1977,1178,230,14,40,24,152,948,44,219,325,360
Orange,1977,4966,1359,117,334,82,826,3607,184,744,1365,1314
Orleans,1977,498,106,9,28,12,57,392,12,111,106,163
Oswego,1977,1037,235,28,57,8,142,802,59,204,314,225
Otsego,1977,605,110,9,10,8,83,495,37,76,267,115
Putnam,1977,1012,252,25,56,8,163,760,61,251,214,234
Queens,1977,21332,12278,982,4626,5,6665,9054,770,574,4256,3454
Rensselaer,1977,1749,517,44,118,24,331,1232,72,357,357,446
Richmond,1977,3252,1397,66,579,2,750,1855,113,132,981,629
Rockland,1977,2980,834,130,245,15,444,2146,133,322,923,768
Saratoga,1977,2704,417,44,83,21,269,2287,168,909,658,552
Schenectady,1977,1541,406,19,98,9,280,1135,59,181,419,476
Schoharie,1977,350,95,7,15,2,71,255,23,91,62,79
Schuyler,1977,179,44,2,4,1,37,135,12,26,38,59
Seneca,1977,725,123,12,25,11,75,602,52,223,142,185
Steuben,1977,960,277,23,43,12,199,683,24,171,201,287
St. Lawrence,1977,1968,336,79,45,33,179,1632,188,466,491,487
Suffolk,1977,16064,5064,609,1329,38,3088,11000,532,3388,3884,3196
Sullivan,1977,2094,550,58,170,17,305,1544,77,356,621,490
Tioga,1977,611,117,5,17,8,87,494,54,131,138,171
Tompkins,1977,1355,250,29,35,10,176,1105,37,359,448,261
Ulster,1977,2493,745,69,132,14,530,1748,121,400,593,634
Unknown-NonNYS,1977,226,208,24,78,2,104,18,3,0,10,5
Unknown NYC county,1977,844,319,42,105,0,172,525,80,7,227,211
Warren,1977,1164,273,42,47,9,175,891,59,257,333,242
Washington,1977,723,163,25,38,15,85,560,32,183,158,187
Wayne,1977,1815,356,21,71,14,250,1459,76,538,332,513
Westchester,1977,9786,3089,315,807,82,1885,6697,760,1152,2884,1901
Wyoming,1977,411,85,5,19,5,56,326,12,64,110,140
Yates,1977,247,54,3,13,3,35,193,14,29,75,75
Albany,1976,4601,1435,201,434,26,774,3166,362,574,1011,1219
Allegany,1976,456,137,12,17,1,107,319,27,57,104,131
Bronx,1976,31003,20304,1803,7937,2,10562,10699,1553,759,3919,4468
Broome,1976,2514,597,84,107,27,379,1917,210,363,771,573
Cattaraugus,1976,1427,235,29,36,13,157,1192,222,219,329,422
Cayuga,1976,828,199,33,26,1,139,629,58,155,187,229
Chautauqua,1976,1753,420,82,69,29,240,1333,164,308,422,439
Chemung,1976,1266,262,49,67,5,141,1004,64,230,415,295
Chenango,1976,584,172,35,15,3,119,412,44,95,161,112
Clinton,1976,1632,483,223,30,7,223,1149,463,16,391,279
Columbia,1976,917,234,47,39,5,143,683,103,163,205,212
Cortland,1976,913,135,39,8,4,84,778,91,220,211,256
Delaware,1976,537,111,22,16,4,69,426,29,32,205,160
Dutchess,1976,3680,1114,176,271,25,642,2566,271,438,996,861
Erie,1976,17363,4996,875,1568,101,2452,12367,1491,2752,4268,3856
Essex,1976,875,234,65,31,7,131,641,168,228,117,128
Franklin,1976,902,184,35,19,5,125,718,124,107,218,269
Fulton,1976,556,132,14,22,5,91,424,47,89,160,128
Genesee,1976,658,170,25,32,9,104,488,95,43,189,161
Greene,1976,726,189,25,37,9,118,537,64,180,127,166
Hamilton,1976,106,29,13,3,1,12,77,20,17,20,20
Herkimer,1976,607,168,56,24,4,84,439,50,83,171,135
Jefferson,1976,1075,395,124,58,13,200,680,112,120,208,240
Kings,1976,45061,26156,2000,11168,18,12970,18905,2656,942,8186,7121
Lewis,1976,192,63,9,11,1,42,129,24,12,39,54
Livingston,1976,756,138,21,24,2,91,618,71,100,196,251
Madison,1976,633,171,22,28,5,116,462,48,78,164,172
Monroe,1976,11183,3380,433,916,68,1963,7803,618,908,3228,3049
Montgomery,1976,583,142,10,20,4,108,441,49,101,159,132
Nassau,1976,13896,3977,644,1021,62,2250,9919,1082,2890,4088,1859
New York,1976,62921,30527,5775,9837,22,14893,32394,5185,467,12262,14480
Niagara,1976,2809,1036,177,277,11,571,1773,170,357,703,543
Oneida,1976,2243,630,64,138,38,390,1613,115,316,556,626
Onondaga,1976,6745,2211,312,579,41,1279,4534,487,508,1941,1598
Ontario,1976,1206,221,42,31,14,134,985,88,196,328,373
Orange,1976,5105,1372,185,384,68,735,3733,367,740,1271,1355
Orleans,1976,562,133,20,32,8,73,429,40,120,100,169
Oswego,1976,1083,255,62,50,6,137,828,130,136,348,214
Otsego,1976,712,121,32,15,5,69,591,78,81,277,155
Putnam,1976,1221,282,60,59,10,153,939,151,315,227,246
Queens,1976,21162,12125,999,4726,4,6396,9037,949,738,3953,3397
Rensselaer,1976,1447,494,79,128,14,273,953,140,199,236,378
Richmond,1976,3004,1333,71,594,2,666,1671,158,139,761,613
Rockland,1976,2857,892,147,236,16,493,1965,186,281,832,666
Saratoga,1976,2401,401,83,69,12,237,2000,203,784,477,536
Schenectady,1976,1528,475,42,156,1,276,1053,68,122,421,442
Schoharie,1976,347,107,18,29,2,58,240,36,61,67,76
Schuyler,1976,257,52,13,6,1,32,205,42,56,44,63
Seneca,1976,747,121,14,27,6,74,626,69,204,144,209
Steuben,1976,871,233,25,28,12,168,638,69,134,191,244
St. Lawrence,1976,2362,481,149,55,39,238,1881,305,476,474,626
Suffolk,1976,15647,5188,724,1421,40,3003,10459,755,3026,3764,2914
Sullivan,1976,2289,768,56,184,15,513,1521,98,300,629,494
Tioga,1976,478,84,18,17,1,48,394,89,112,56,137
Tompkins,1976,1464,266,47,52,9,158,1198,80,291,503,324
Ulster,1976,2348,621,75,119,24,403,1727,184,368,539,636
Unknown-NonNYS,1976,201,188,20,59,0,109,13,2,3,4,4
Unknown NYC county,1976,520,287,45,106,0,136,233,41,3,92,97
Warren,1976,1025,222,25,37,4,156,803,88,232,262,221
Washington,1976,702,177,24,28,4,121,525,41,151,152,181
Wayne,1976,1765,305,68,40,8,189,1460,116,577,269,498
Westchester,1976,9847,3252,469,765,65,1953,6595,984,982,2859,1770
Wyoming,1976,411,88,24,18,1,45,323,19,67,93,144
Yates,1976,275,53,7,8,10,28,222,22,46,65,89
Albany,1975,4173,1259,209,344,12,694,2914,398,463,977,1076
Allegany,1975,551,136,18,10,0,108,415,43,134,125,113
Bronx,1975,30127,19042,1394,8181,0,9467,11085,1622,1087,3761,4615
Broome,1975,2387,670,131,122,24,393,1717,207,339,694,477
Cattaraugus,1975,1430,231,45,33,11,142,1199,262,263,269,405
Cayuga,1975,763,185,16,35,3,131,578,61,163,160,194
Chautauqua,1975,1872,359,90,55,27,187,1513,210,392,420,491
Chemung,1975,1200,313,50,66,7,190,887,89,137,399,262
Chenango,1975,516,150,26,8,2,114,366,28,105,107,126
Clinton,1975,1452,464,228,38,7,191,988,474,12,336,166
Columbia,1975,944,220,41,20,6,153,724,107,174,264,179
Cortland,1975,731,140,30,8,0,102,591,97,129,203,162
Delaware,1975,679,185,38,20,8,119,494,53,38,190,213
Dutchess,1975,3117,1000,137,224,18,621,2117,273,300,711,833
Erie,1975,15784,5328,1145,1652,56,2475,10456,1425,1659,3754,3618
Essex,1975,905,191,34,31,8,118,714,156,281,147,130
Franklin,1975,939,199,46,37,11,105,740,129,127,221,263
Fulton,1975,620,152,23,30,4,95,468,52,83,191,142
Genesee,1975,614,180,47,38,4,91,434,104,58,119,153
Greene,1975,681,196,24,19,11,142,485,109,127,117,132
Hamilton,1975,140,34,11,3,0,20,106,44,20,28,14
Herkimer,1975,554,178,37,36,4,101,376,59,72,143,102
Jefferson,1975,1112,328,71,45,9,203,784,172,131,203,278
Kings,1975,41132,22901,1593,10482,6,10820,18231,1915,1116,8556,6644
Lewis,1975,174,62,15,11,0,36,112,15,11,38,48
Livingston,1975,775,168,17,28,3,120,607,60,152,184,211
Madison,1975,583,162,21,27,4,110,421,49,56,152,164
Monroe,1975,10343,3582,550,907,37,2088,6761,555,657,2655,2894
Montgomery,1975,620,168,31,31,6,100,452,43,109,145,155
Nassau,1975,15035,4150,779,1040,95,2236,10885,1188,3853,3840,2004
New York,1975,53793,26255,3850,9495,5,12905,27538,4321,639,12125,10453
Niagara,1975,3104,1060,249,244,15,552,2044,225,435,716,668
Oneida,1975,2302,748,137,134,16,461,1554,135,222,522,675
Onondaga,1975,7029,2052,325,618,45,1064,4977,492,682,2134,1669
Ontario,1975,1190,225,35,29,2,159,965,92,180,338,355
Orange,1975,4980,1357,354,297,58,648,3623,467,815,1176,1165
Orleans,1975,515,127,12,35,7,73,388,32,97,119,140
Oswego,1975,1127,252,22,41,9,180,875,151,130,352,242
Otsego,1975,666,138,25,20,5,88,528,67,101,247,113
Putnam,1975,956,275,37,57,7,174,681,105,232,157,187
Queens,1975,19913,10504,688,4385,3,5428,9409,978,809,4094,3528
Rensselaer,1975,1219,439,76,117,4,242,780,145,76,231,328
Richmond,1975,2896,1183,65,499,0,619,1713,124,172,842,575
Rockland,1975,2457,743,115,176,9,443,1714,163,352,686,513
Saratoga,1975,1874,421,78,65,5,273,1453,161,592,324,376
Schenectady,1975,1670,400,75,90,1,234,1270,151,110,482,527
Schoharie,1975,378,91,23,18,1,49,287,46,78,84,79
Schuyler,1975,239,42,2,7,2,31,197,46,41,49,61
Seneca,1975,620,132,19,12,3,98,488,80,125,104,179
Steuben,1975,838,273,35,39,4,195,565,72,95,188,210
St. Lawrence,1975,1891,450,154,51,19,226,1441,256,233,441,511
Suffolk,1975,15457,4511,742,1205,31,2533,10946,842,3810,3387,2907
Sullivan,1975,1847,557,75,118,13,351,1290,82,340,523,345
Tioga,1975,518,110,36,12,4,58,408,66,73,85,184
Tompkins,1975,1321,234,40,40,2,152,1087,101,198,531,257
Ulster,1975,2187,588,96,120,22,350,1599,179,397,487,536
Unknown-NonNYS,1975,197,182,22,62,1,97,15,0,3,6,6
Unknown NYC county,1975,351,216,26,84,0,106,135,21,2,55,57
Warren,1975,1121,277,81,55,3,138,844,86,281,261,216
Washington,1975,718,188,41,23,3,121,530,73,128,112,217
Wayne,1975,1505,299,50,68,3,178,1206,115,358,296,437
Westchester,1975,9561,3095,426,794,69,1806,6466,922,1168,2549,1827
Wyoming,1975,420,90,12,26,1,51,330,27,95,72,136
Yates,1975,340,99,4,16,14,65,241,20,25,85,111
Albany,1974,4255,1329,281,308,17,723,2926,437,619,885,985
Allegany,1974,581,144,23,14,6,101,437,41,145,103,148
Bronx,1974,28998,18343,1282,7681,2,9378,10655,1492,1102,3810,4251
Broome,1974,2347,578,114,85,13,366,1769,351,242,613,563
Cattaraugus,1974,1579,201,50,20,7,124,1378,370,360,211,437
Cayuga,1974,693,158,19,21,5,113,535,81,136,141,177
Chautauqua,1974,2160,517,242,47,28,200,1643,313,541,373,416
Chemung,1974,1110,313,82,36,1,194,797,182,99,298,218
Chenango,1974,556,112,24,8,4,76,444,62,113,127,142
Clinton,1974,1217,429,233,25,8,163,788,410,56,150,172
Columbia,1974,754,196,25,33,6,132,558,105,70,184,199
Cortland,1974,527,138,19,12,0,107,389,79,24,122,164
Delaware,1974,589,147,23,22,5,97,442,66,39,140,197
Dutchess,1974,2845,979,210,198,14,557,1866,258,270,619,719
Erie,1974,15055,5043,1327,1277,37,2402,10012,1528,1436,3441,3607
Essex,1974,661,167,38,28,4,97,494,89,190,126,89
Franklin,1974,893,201,38,26,8,129,692,140,144,188,220
Fulton,1974,511,173,40,20,6,107,338,56,62,137,83
Genesee,1974,613,135,38,18,11,68,478,95,123,111,149
Greene,1974,615,216,46,30,1,139,399,69,112,84,134
Hamilton,1974,122,30,13,4,0,13,92,44,23,13,12
Herkimer,1974,476,130,27,21,4,78,346,62,45,101,138
Jefferson,1974,1238,480,160,57,10,253,758,221,109,206,222
Kings,1974,38225,21863,1521,9766,13,10563,16362,1774,1368,5789,7431
Lewis,1974,173,56,9,10,1,36,117,14,12,43,48
Livingston,1974,770,139,54,8,2,75,631,95,129,195,212
Madison,1974,539,166,36,26,2,102,373,98,12,113,150
Monroe,1974,10051,3059,608,746,34,1671,6992,786,787,2621,2798
Montgomery,1974,528,174,41,22,0,111,354,39,65,122,128
Nassau,1974,15815,4248,1211,987,74,1976,11567,1875,4421,3239,2032
New York,1974,52693,27121,3746,10052,22,13301,25572,4070,941,9243,11318
Niagara,1974,2769,979,267,228,7,477,1790,225,450,553,562
Oneida,1974,1973,603,103,116,12,372,1370,191,160,536,483
Onondaga,1974,6929,1996,387,541,38,1030,4933,544,811,1974,1604
Ontario,1974,1104,230,58,24,4,144,874,132,220,266,256
Orange,1974,4066,1039,236,203,53,547,3027,404,825,970,828
Orleans,1974,469,112,23,32,3,54,357,38,102,74,143
Oswego,1974,965,236,46,39,5,146,729,111,146,272,200
Otsego,1974,599,147,46,16,3,82,452,83,116,138,115
Putnam,1974,830,227,47,41,6,133,603,108,219,117,159
Queens,1974,20210,10204,838,3956,8,5402,10006,1005,966,3903,4132
Rensselaer,1974,1215,450,98,88,3,261,765,153,85,238,289
Richmond,1974,3182,1293,86,480,0,727,1889,176,175,771,767
Rockland,1974,2081,694,139,170,11,374,1387,222,297,460,408
Saratoga,1974,1702,284,56,52,10,166,1418,154,512,368,384
Schenectady,1974,1596,387,94,87,4,202,1209,160,172,431,446
Schoharie,1974,398,95,30,8,1,56,303,103,58,65,77
Schuyler,1974,276,73,14,9,1,49,203,69,37,29,68
Seneca,1974,557,91,16,12,1,62,466,86,130,106,144
Steuben,1974,800,254,30,35,4,185,546,105,46,179,216
St. Lawrence,1974,1643,371,115,28,17,211,1272,238,167,409,458
Suffolk,1974,15191,4110,978,1068,35,2029,11081,1033,3985,3323,2740
Sullivan,1974,1778,515,66,115,10,324,1263,142,344,458,319
Tioga,1974,480,91,21,4,4,62,389,86,77,86,140
Tompkins,1974,1309,275,82,31,6,156,1034,148,203,439,244
Ulster,1974,1955,596,129,110,5,352,1359,192,373,399,395
Unknown-NonNYS,1974,197,183,34,50,1,98,14,2,1,7,4
Unknown NYC county,1974,239,147,24,43,0,80,92,11,8,34,39
Warren,1974,1006,259,58,52,6,143,747,80,256,217,194
Washington,1974,641,181,44,33,4,100,460,60,123,109,168
Wayne,1974,1262,260,33,59,11,157,1002,80,345,226,351
Westchester,1974,9399,3065,583,822,61,1599,6334,1038,1195,2375,1726
Wyoming,1974,393,78,4,22,4,48,315,41,89,58,127
Yates,1974,396,80,13,14,14,39,316,33,44,92,147
Albany,1973,3573,1134,244,274,28,588,2439,369,497,668,905
Allegany,1973,444,104,20,11,5,68,340,24,120,89,107
Bronx,1973,23994,15662,1119,6445,4,8094,8332,1168,774,2649,3741
Broome,1973,2171,501,77,96,17,311,1670,396,237,517,520
Cattaraugus,1973,1491,157,22,17,6,112,1334,354,339,230,411
Cayuga,1973,775,157,52,34,5,66,618,68,190,158,202
Chautauqua,1973,1849,401,142,60,21,178,1448,266,524,312,346
Chemung,1973,1058,279,66,60,8,145,779,155,135,226,263
Chenango,1973,465,82,27,7,1,47,383,47,118,97,121
Clinton,1973,728,253,61,39,3,150,475,114,86,169,106
Columbia,1973,691,205,52,30,4,119,486,89,90,159,148
Cortland,1973,507,122,39,11,0,72,385,77,43,92,173
Delaware,1973,566,140,37,23,2,78,426,131,27,112,156
Dutchess,1973,2596,745,176,167,17,385,1851,354,285,504,708
Erie,1973,13918,4146,795,1312,27,2012,9772,1586,1694,2943,3549
Essex,1973,535,137,32,16,7,82,398,63,167,89,79
Franklin,1973,721,144,28,17,7,92,577,92,169,132,184
Fulton,1973,357,94,10,13,5,66,263,17,24,144,78
Genesee,1973,823,188,86,30,3,69,635,216,99,139,181
Greene,1973,542,134,27,14,0,93,408,81,123,88,116
Hamilton,1973,121,25,11,2,0,12,96,58,12,10,16
Herkimer,1973,439,121,30,14,0,77,318,39,80,81,118
Jefferson,1973,1250,396,161,44,4,187,854,215,188,186,265
Kings,1973,34063,19119,1464,8121,26,9508,14944,1569,1636,4336,7403
Lewis,1973,201,58,2,6,0,50,143,25,24,38,56
Livingston,1973,676,120,43,10,7,60,556,146,150,91,169
Madison,1973,458,111,22,13,4,72,347,77,29,129,112
Monroe,1973,8397,2169,364,590,33,1182,6228,715,878,2049,2586
Montgomery,1973,374,115,22,9,1,83,259,19,45,91,104
Nassau,1973,14805,4346,1382,1059,75,1830,10459,1717,4405,2417,1920
New York,1973,49451,25588,3494,9422,9,12663,23863,3877,1032,7810,11144
Niagara,1973,2382,854,282,207,3,362,1528,261,366,466,435
Oneida,1973,1937,526,115,111,5,295,1411,170,198,521,522
Onondaga,1973,6031,1732,407,411,23,891,4299,474,799,1542,1484
Ontario,1973,1017,156,34,25,1,96,861,142,237,216,266
Orange,1973,3245,842,166,201,28,447,2403,405,571,748,679
Orleans,1973,422,108,16,23,3,66,314,35,74,68,137
Oswego,1973,740,179,47,29,6,97,561,86,128,228,119
Otsego,1973,466,120,45,17,6,52,346,56,107,92,91
Putnam,1973,705,185,63,29,6,87,520,126,184,78,132
Queens,1973,16227,8759,802,3424,10,4523,7468,836,789,2907,2936
Rensselaer,1973,1220,364,86,89,7,182,856,299,67,201,289
Richmond,1973,2766,1224,133,439,1,651,1542,238,219,529,556
Rockland,1973,2034,681,141,179,5,356,1353,241,287,401,424
Saratoga,1973,1185,276,73,46,4,153,909,99,391,181,238
Schenectady,1973,1416,379,107,84,2,186,1037,130,170,343,394
Schoharie,1973,312,74,30,15,1,28,238,51,22,106,59
Schuyler,1973,310,52,17,7,4,24,258,124,30,22,82
Seneca,1973,510,78,27,5,4,42,432,99,114,71,148
Steuben,1973,928,240,29,30,4,177,688,107,89,208,284
St. Lawrence,1973,1224,217,49,41,10,117,1007,116,171,362,358
Suffolk,1973,13865,3648,916,997,31,1704,10217,1432,3641,2472,2672
Sullivan,1973,1625,460,81,115,5,259,1165,132,379,375,279
Tioga,1973,383,75,17,10,1,47,308,146,44,37,81
Tompkins,1973,1256,193,56,34,4,99,1063,167,201,453,242
Ulster,1973,1684,527,138,86,7,296,1157,222,267,299,369
Unknown-NonNYS,1973,195,180,27,65,0,88,15,3,0,4,8
Unknown NYC county,1973,413,253,29,101,0,123,160,22,14,49,75
Warren,1973,946,247,86,35,2,124,699,113,244,181,161
Washington,1973,573,139,35,15,3,86,434,86,74,111,163
Wayne,1973,1140,213,34,29,14,136,927,94,304,199,330
Westchester,1973,7957,2760,458,722,41,1539,5197,991,922,1754,1530
